REGIONID,CONSTELLATIONID,SOLARSYSTEMID,SOLARSYSTEMNAME,SECURITY
11000004,21000026,31000415,J145931,-0.99
11000004,21000026,31000416,J103217,-0.99
11000004,21000026,31000417,J143505,-0.99
11000004,21000027,31000418,J142533,-0.99
11000004,21000027,31000419,J112146,-0.99
11000004,21000027,31000420,J103839,-0.99
11000004,21000027,31000421,J152433,-0.99
11000004,21000027,31000422,J110408,-0.99
11000004,21000027,31000423,J205546,-0.99
11000004,21000027,31000424,J152801,-0.99
11000004,21000027,31000425,J120308,-0.99
11000004,21000027,31000426,J103948,-0.99
11000004,21000028,31000427,J112820,-0.99
11000004,21000028,31000428,J231837,-0.99
11000004,21000028,31000429,J110043,-0.99
11000004,21000028,31000430,J121454,-0.99
11000004,21000028,31000431,J230959,-0.99
11000004,21000028,31000432,J103408,-0.99
11000004,21000028,31000433,J162720,-0.99
11000004,21000028,31000434,J132418,-0.99
11000004,21000028,31000435,J164235,-0.99
11000004,21000029,31000436,J143429,-0.99
11000004,21000029,31000437,J134654,-0.99
11000004,21000029,31000438,J112801,-0.99
11000004,21000029,31000439,J110656,-0.99
11000004,21000029,31000440,J134951,-0.99
11000004,21000029,31000441,J155307,-0.99
11000004,21000029,31000442,J131204,-0.99
11000004,21000029,31000443,J213737,-0.99
11000004,21000029,31000444,J235117,-0.99
11000004,21000029,31000445,J164938,-0.99
11000004,21000029,31000446,J120310,-0.99
11000004,21000029,31000447,J144838,-0.99
11000004,21000030,31000448,J101307,-0.99
11000004,21000030,31000449,J172354,-0.99
11000004,21000030,31000450,J235447,-0.99
11000004,21000030,31000451,J124023,-0.99
11000004,21000030,31000452,J171424,-0.99
11000004,21000030,31000453,J150921,-0.99
11000004,21000030,31000454,J171518,-0.99
11000004,21000030,31000455,J140012,-0.99
11000004,21000030,31000456,J155616,-0.99
11000004,21000030,31000457,J234557,-0.99
11000004,21000030,31000458,J162700,-0.99
11000005,21000031,31000459,J103716,-0.99
11000005,21000031,31000460,J100640,-0.99
11000005,21000031,31000461,J151250,-0.99
11000005,21000031,31000462,J141332,-0.99
11000005,21000031,31000463,J211915,-0.99
11000005,21000031,31000464,J144546,-0.99
11000005,21000031,31000465,J145759,-0.99
11000005,21000031,31000466,J103422,-0.99
11000005,21000031,31000467,J130222,-0.99
11000005,21000032,31000468,J165357,-0.99
11000005,21000032,31000469,J105321,-0.99
11000005,21000032,31000470,J105803,-0.99
11000005,21000032,31000471,J130209,-0.99
11000005,21000032,31000472,J122832,-0.99
11000005,21000032,31000473,J143359,-0.99
11000005,21000032,31000474,J100447,-0.99
11000005,21000032,31000475,J115651,-0.99
11000005,21000032,31000476,J134323,-0.99
11000005,21000032,31000477,J160014,-0.99
11000005,21000032,31000478,J110823,-0.99
11000005,21000033,31000479,J100246,-0.99
11000005,21000033,31000480,J131221,-0.99
11000005,21000033,31000481,J145155,-0.99
11000005,21000033,31000482,J114405,-0.99
11000005,21000033,31000483,J215537,-0.99
11000005,21000033,31000484,J172551,-0.99
11000005,21000033,31000485,J131107,-0.99
11000005,21000033,31000486,J113108,-0.99
11000005,21000033,31000487,J172556,-0.99
11000005,21000033,31000488,J123450,-0.99
11000005,21000033,31000489,J135809,-0.99
11000005,21000034,31000490,J212319,-0.99
11000005,21000034,31000491,J104210,-0.99
11000005,21000034,31000492,J170038,-0.99
11000005,21000034,31000493,J104115,-0.99
11000005,21000034,31000494,J114758,-0.99
11000005,21000034,31000495,J231517,-0.99
11000005,21000034,31000496,J114055,-0.99
11000005,21000034,31000497,J120619,-0.99
11000005,21000034,31000498,J213058,-0.99
11000005,21000035,31000499,J162430,-0.99
11000005,21000035,31000500,J120928,-0.99
11000005,21000035,31000501,J132918,-0.99
11000005,21000035,31000502,J105203,-0.99
11000005,21000035,31000503,J104328,-0.99
11000005,21000035,31000504,J130854,-0.99
11000005,21000035,31000505,J164130,-0.99
11000005,21000035,31000506,J110316,-0.99
11000005,21000035,31000507,J122331,-0.99
11000005,21000036,31000508,J133419,-0.99
11000005,21000036,31000509,J150137,-0.99
11000005,21000036,31000510,J140112,-0.99
11000005,21000036,31000511,J125721,-0.99
11000005,21000036,31000512,J154515,-0.99
11000005,21000036,31000513,J135703,-0.99
11000005,21000036,31000514,J102347,-0.99
11000005,21000036,31000515,J234942,-0.99
11000005,21000036,31000516,J134618,-0.99
11000005,21000036,31000517,J154858,-0.99
11000005,21000036,31000518,J132052,-0.99
11000005,21000037,31000519,J114046,-0.99
11000005,21000037,31000520,J150859,-0.99
11000005,21000037,31000521,J151615,-0.99
11000005,21000037,31000522,J122246,-0.99
11000005,21000037,31000523,J132559,-0.99
11000005,21000037,31000524,J230207,-0.99
11000005,21000037,31000525,J140308,-0.99
11000005,21000037,31000526,J140642,-0.99
11000005,21000037,31000527,J114306,-0.99
11000005,21000037,31000528,J154606,-0.99
11000005,21000037,31000529,J135910,-0.99
11000005,21000038,31000530,J132024,-0.99
11000005,21000038,31000531,J160311,-0.99
11000005,21000038,31000532,J142239,-0.99
11000005,21000038,31000533,J101149,-0.99
11000005,21000038,31000534,J154538,-0.99
11000005,21000038,31000535,J144426,-0.99
11000005,21000038,31000536,J150341,-0.99
11000005,21000038,31000537,J122124,-0.99
11000005,21000038,31000538,J112614,-0.99
11000005,21000039,31000539,J145316,-0.99
11000005,21000039,31000540,J215736,-0.99
11000005,21000039,31000541,J163138,-0.99
11000005,21000039,31000542,J100033,-0.99
11000005,21000039,31000543,J170552,-0.99
11000005,21000039,31000544,J104820,-0.99
11000005,21000039,31000545,J131240,-0.99
11000005,21000039,31000546,J120442,-0.99
11000005,21000039,31000547,J105000,-0.99
11000005,21000039,31000548,J164507,-0.99
11000005,21000039,31000549,J144956,-0.99
11000005,21000040,31000550,J114712,-0.99
11000005,21000040,31000551,J211908,-0.99
11000005,21000040,31000552,J150700,-0.99
11000005,21000040,31000553,J164931,-0.99
11000005,21000040,31000554,J121412,-0.99
11000005,21000040,31000555,J145211,-0.99
11000005,21000040,31000556,J174449,-0.99
11000005,21000040,31000557,J133015,-0.99
11000005,21000040,31000558,J134534,-0.99
11000005,21000040,31000559,J153229,-0.99
11000005,21000040,31000560,J133557,-0.99
11000006,21000041,31000561,J150807,-0.99
11000006,21000041,31000562,J110413,-0.99
11000006,21000041,31000563,J105352,-0.99
11000006,21000041,31000564,J161246,-0.99
11000006,21000041,31000565,J125927,-0.99
11000006,21000041,31000566,J130650,-0.99
11000006,21000041,31000567,J142826,-0.99
11000006,21000041,31000568,J152737,-0.99
11000006,21000041,31000569,J225316,-0.99
11000006,21000041,31000570,J163146,-0.99
11000006,21000042,31000571,J134107,-0.99
11000006,21000042,31000572,J104850,-0.99
11000006,21000042,31000573,J131124,-0.99
11000006,21000042,31000574,J123435,-0.99
11000006,21000042,31000575,J150853,-0.99
11000006,21000042,31000576,J170558,-0.99
11000006,21000042,31000577,J214238,-0.99
11000006,21000042,31000578,J110538,-0.99
11000006,21000042,31000579,J143336,-0.99
11000006,21000043,31000580,J232044,-0.99
11000006,21000043,31000581,J145225,-0.99
11000006,21000043,31000582,J231210,-0.99
11000006,21000043,31000583,J223853,-0.99
11000006,21000043,31000584,J234542,-0.99
11000006,21000043,31000585,J115911,-0.99
11000006,21000043,31000586,J135155,-0.99
11000006,21000043,31000587,J152825,-0.99
11000006,21000043,31000588,J115334,-0.99
11000006,21000043,31000589,J114749,-0.99
11000006,21000043,31000590,J134730,-0.99
11000006,21000044,31000591,J105544,-0.99
11000006,21000044,31000592,J233129,-0.99
11000006,21000044,31000593,J114528,-0.99
11000006,21000044,31000594,J103351,-0.99
11000006,21000044,31000595,J152322,-0.99
11000006,21000044,31000596,J132617,-0.99
11000006,21000044,31000597,J104517,-0.99
11000006,21000044,31000598,J132401,-0.99
11000006,21000044,31000599,J142918,-0.99
11000006,21000044,31000600,J163902,-0.99
11000006,21000044,31000601,J214843,-0.99
11000006,21000045,31000602,J173322,-0.99
11000006,21000045,31000603,J120252,-0.99
11000006,21000045,31000604,J232305,-0.99
11000006,21000045,31000605,J123907,-0.99
11000006,21000045,31000606,J144057,-0.99
11000006,21000045,31000607,J223320,-0.99
11000006,21000045,31000608,J153247,-0.99
11000006,21000045,31000609,J204623,-0.99
11000006,21000045,31000610,J223348,-0.99
11000006,21000045,31000611,J115734,-0.99
11000006,21000045,31000612,J154735,-0.99
11000006,21000045,31000613,J115314,-0.99
11000006,21000046,31000614,J164816,-0.99
11000006,21000046,31000615,J132712,-0.99
11000006,21000046,31000616,J124530,-0.99
11000006,21000046,31000617,J134949,-0.99
11000006,21000046,31000618,J132458,-0.99
11000006,21000046,31000619,J160927,-0.99
11000006,21000046,31000620,J150836,-0.99
11000006,21000046,31000621,J102222,-0.99
11000006,21000046,31000622,J103144,-0.99
11000006,21000047,31000623,J135629,-0.99
11000006,21000047,31000624,J115530,-0.99
11000006,21000047,31000625,J133111,-0.99
11000006,21000047,31000626,J150904,-0.99
11000006,21000047,31000627,J111846,-0.99
11000006,21000047,31000628,J152950,-0.99
11000006,21000047,31000629,J120704,-0.99
11000006,21000047,31000630,J104718,-0.99
11000006,21000047,31000631,J131808,-0.99
11000006,21000048,31000632,J231644,-0.99
11000006,21000048,31000633,J232147,-0.99
11000006,21000048,31000634,J132048,-0.99
11000006,21000048,31000635,J172350,-0.99
11000006,21000048,31000636,J145619,-0.99
11000006,21000048,31000637,J163446,-0.99
11000006,21000048,31000638,J140816,-0.99
11000006,21000048,31000639,J141015,-0.99
11000006,21000048,31000640,J101346,-0.99
11000006,21000049,31000641,J212238,-0.99
11000006,21000049,31000642,J235852,-0.99
11000006,21000049,31000643,J134349,-0.99
11000006,21000049,31000644,J204221,-0.99
11000006,21000049,31000645,J110910,-0.99
11000006,21000049,31000646,J131753,-0.99
11000006,21000049,31000647,J113221,-0.99
11000006,21000049,31000648,J152941,-0.99
11000006,21000049,31000649,J144727,-0.99
11000006,21000050,31000650,J143320,-0.99
11000006,21000050,31000651,J155551,-0.99
11000006,21000050,31000652,J162516,-0.99
11000006,21000050,31000653,J135827,-0.99
11000006,21000050,31000654,J131706,-0.99
11000006,21000050,31000655,J214854,-0.99
11000006,21000050,31000656,J150109,-0.99
11000006,21000050,31000657,J103512,-0.99
11000006,21000050,31000658,J121658,-0.99
11000006,21000051,31000659,J143706,-0.99
11000006,21000051,31000660,J235924,-0.99
11000006,21000051,31000661,J103854,-0.99
11000006,21000051,31000662,J214725,-0.99
11000006,21000051,31000663,J101415,-0.99
11000006,21000051,31000664,J122837,-0.99
11000006,21000051,31000665,J125727,-0.99
11000006,21000051,31000666,J142847,-0.99
11000006,21000051,31000667,J155035,-0.99
11000006,21000051,31000668,J102504,-0.99
11000006,21000052,31000669,J160305,-0.99
11000006,21000052,31000670,J151503,-0.99
11000006,21000052,31000671,J142838,-0.99
11000006,21000052,31000672,J131034,-0.99
11000006,21000052,31000673,J214901,-0.99
11000006,21000052,31000674,J113323,-0.99
11000006,21000052,31000675,J112956,-0.99
11000006,21000052,31000676,J104802,-0.99
11000006,21000052,31000677,J100808,-0.99
11000006,21000052,31000678,J100509,-0.99
11000006,21000052,31000679,J142055,-0.99
11000006,21000052,31000680,J135141,-0.99
11000006,21000053,31000681,J151902,-0.99
11000006,21000053,31000682,J235759,-0.99
11000006,21000053,31000683,J164613,-0.99
11000006,21000053,31000684,J225805,-0.99
11000006,21000053,31000685,J112916,-0.99
11000006,21000053,31000686,J115347,-0.99
11000006,21000053,31000687,J224217,-0.99
11000006,21000053,31000688,J110555,-0.99
11000006,21000053,31000689,J143455,-0.99
11000006,21000053,31000690,J111141,-0.99
11000006,21000053,31000691,J104606,-0.99
11000006,21000053,31000692,J222830,-0.99
11000006,21000054,31000693,J123249,-0.99
11000006,21000054,31000694,J115310,-0.99
11000006,21000054,31000695,J143702,-0.99
11000006,21000054,31000696,J223538,-0.99
11000006,21000054,31000697,J131618,-0.99
11000006,21000054,31000698,J215944,-0.99
11000006,21000054,31000699,J121952,-0.99
11000006,21000054,31000700,J121928,-0.99
11000006,21000054,31000701,J105439,-0.99
11000007,21000055,31000702,J150627,-0.99
11000007,21000055,31000703,J121745,-0.99
11000007,21000055,31000704,J141438,-0.99
11000007,21000055,31000705,J214929,-0.99
11000007,21000055,31000706,J130709,-0.99
11000007,21000055,31000707,J103924,-0.99
11000007,21000055,31000708,J211000,-0.99
11000007,21000055,31000709,J123555,-0.99
11000007,21000055,31000710,J151125,-0.99
11000007,21000055,31000711,J123412,-0.99
11000007,21000056,31000712,J112309,-0.99
11000007,21000056,31000713,J123850,-0.99
11000007,21000056,31000714,J163923,-0.99
11000007,21000056,31000715,J143546,-0.99
11000007,21000056,31000716,J130832,-0.99
11000007,21000056,31000717,J221337,-0.99
11000007,21000056,31000718,J113449,-0.99
11000007,21000056,31000719,J212607,-0.99
11000007,21000056,31000720,J165157,-0.99
11000007,21000057,31000721,J142937,-0.99
11000007,21000057,31000722,J120455,-0.99
11000007,21000057,31000723,J122638,-0.99
11000007,21000057,31000724,J161411,-0.99
11000007,21000057,31000725,J124028,-0.99
11000007,21000057,31000726,J134735,-0.99
11000007,21000057,31000727,J142845,-0.99
11000007,21000057,31000728,J140750,-0.99
11000007,21000057,31000729,J104515,-0.99
11000007,21000057,31000730,J113039,-0.99
11000007,21000057,31000731,J111159,-0.99
11000007,21000057,31000732,J105342,-0.99
11000007,21000058,31000733,J121728,-0.99
11000007,21000058,31000734,J115700,-0.99
11000007,21000058,31000735,J143234,-0.99
11000007,21000058,31000736,J122524,-0.99
11000007,21000058,31000737,J124007,-0.99
11000007,21000058,31000738,J150533,-0.99
11000007,21000058,31000739,J143933,-0.99
11000007,21000058,31000740,J225128,-0.99
11000007,21000058,31000741,J133632,-0.99
11000007,21000059,31000742,J131744,-0.99
11000007,21000059,31000743,J125923,-0.99
11000007,21000059,31000744,J161138,-0.99
11000007,21000059,31000745,J125824,-0.99
11000007,21000059,31000746,J223511,-0.99
11000007,21000059,31000747,J134401,-0.99
11000007,21000059,31000748,J214739,-0.99
11000007,21000059,31000749,J104321,-0.99
11000007,21000059,31000750,J115327,-0.99
11000007,21000059,31000751,J154937,-0.99
11000008,21000060,31000752,J112505,-0.99
11000008,21000060,31000753,J102739,-0.99
11000008,21000060,31000754,J171309,-0.99
11000008,21000060,31000755,J133417,-0.99
11000008,21000060,31000756,J124749,-0.99
11000008,21000060,31000757,J122137,-0.99
11000008,21000060,31000758,J140353,-0.99
11000008,21000060,31000759,J104029,-0.99
11000008,21000060,31000760,J151348,-0.99
11000008,21000060,31000761,J163522,-0.99
11000008,21000061,31000762,J131315,-0.99
11000008,21000061,31000763,J114008,-0.99
11000008,21000061,31000764,J233839,-0.99
11000008,21000061,31000765,J112558,-0.99
11000008,21000061,31000766,J114308,-0.99
11000008,21000061,31000767,J130125,-0.99
11000008,21000061,31000768,J173213,-0.99
11000008,21000061,31000769,J160126,-0.99
11000008,21000061,31000770,J154813,-0.99
11000008,21000061,31000771,J215151,-0.99
11000008,21000062,31000772,J144739,-0.99
11000008,21000062,31000773,J102602,-0.99
11000008,21000062,31000774,J120924,-0.99
11000008,21000062,31000775,J212906,-0.99
11000008,21000062,31000776,J101719,-0.99
11000008,21000062,31000777,J101824,-0.99
11000008,21000062,31000778,J153003,-0.99
11000008,21000062,31000779,J105123,-0.99
11000008,21000062,31000780,J122635,-0.99
11000008,21000062,31000781,J152624,-0.99
11000008,21000062,31000782,J224145,-0.99
11000008,21000063,31000783,J163318,-0.99
11000008,21000063,31000784,J144004,-0.99
11000008,21000063,31000785,J122931,-0.99
11000008,21000063,31000786,J173245,-0.99
11000008,21000063,31000787,J145246,-0.99
11000008,21000063,31000788,J124526,-0.99
11000008,21000063,31000789,J165648,-0.99
11000008,21000063,31000790,J134405,-0.99
11000008,21000063,31000791,J213111,-0.99
11000008,21000064,31000792,J135422,-0.99
11000008,21000064,31000793,J153030,-0.99
11000008,21000064,31000794,J120634,-0.99
11000008,21000064,31000795,J102209,-0.99
11000008,21000064,31000796,J123540,-0.99
11000008,21000064,31000797,J112715,-0.99
11000008,21000064,31000798,J162159,-0.99
11000008,21000064,31000799,J122118,-0.99
11000008,21000064,31000800,J105244,-0.99
11000008,21000064,31000801,J123958,-0.99
11000008,21000065,31000802,J223552,-0.99
11000008,21000065,31000803,J232359,-0.99
11000008,21000065,31000804,J171539,-0.99
11000008,21000065,31000805,J100102,-0.99
11000008,21000065,31000806,J154249,-0.99
11000008,21000065,31000807,J105311,-0.99
11000008,21000065,31000808,J210536,-0.99
11000008,21000065,31000809,J151248,-0.99
11000008,21000065,31000810,J131852,-0.99
11000008,21000066,31000811,J141611,-0.99
11000008,21000066,31000812,J113723,-0.99
11000008,21000066,31000813,J121323,-0.99
11000008,21000066,31000814,J144422,-0.99
11000008,21000066,31000815,J140722,-0.99
11000008,21000066,31000816,J141637,-0.99
11000008,21000066,31000817,J112617,-0.99
11000008,21000066,31000818,J150754,-0.99
11000008,21000066,31000819,J102946,-0.99
11000008,21000066,31000820,J115234,-0.99
11000008,21000066,31000821,J145145,-0.99
11000008,21000066,31000822,J145426,-0.99
11000008,21000067,31000823,J122732,-0.99
11000008,21000067,31000824,J144203,-0.99
11000008,21000067,31000825,J140843,-0.99
11000008,21000067,31000826,J155631,-0.99
11000008,21000067,31000827,J235525,-0.99
11000008,21000067,31000828,J121749,-0.99
11000008,21000067,31000829,J162518,-0.99
11000008,21000067,31000830,J132012,-0.99
11000008,21000067,31000831,J102038,-0.99
11000008,21000067,31000832,J150234,-0.99
11000008,21000067,31000833,J112520,-0.99
11000008,21000067,31000834,J165412,-0.99
11000008,21000068,31000835,J151102,-0.99
11000008,21000068,31000836,J133049,-0.99
11000008,21000068,31000837,J161628,-0.99
11000008,21000068,31000838,J134306,-0.99
11000008,21000068,31000839,J131842,-0.99
11000008,21000068,31000840,J232329,-0.99
11000008,21000068,31000841,J164921,-0.99
11000008,21000068,31000842,J203814,-0.99
11000008,21000068,31000843,J151311,-0.99
11000008,21000068,31000844,J101650,-0.99
11000008,21000068,31000845,J165006,-0.99
11000008,21000069,31000846,J103533,-0.99
11000008,21000069,31000847,J101441,-0.99
11000008,21000069,31000848,J124253,-0.99
11000008,21000069,31000849,J232200,-0.99
11000008,21000069,31000850,J144326,-0.99
11000008,21000069,31000851,J124449,-0.99
11000008,21000069,31000852,J100642,-0.99
11000008,21000069,31000853,J133150,-0.99
11000008,21000069,31000854,J164126,-0.99
11000008,21000069,31000855,J171142,-0.99
11000008,21000069,31000856,J145634,-0.99
11000008,21000070,31000857,J151431,-0.99
11000008,21000070,31000858,J233555,-0.99
11000008,21000070,31000859,J100651,-0.99
11000008,21000070,31000860,J132103,-0.99
11000008,21000070,31000861,J121720,-0.99
11000008,21000070,31000862,J210355,-0.99
11000008,21000070,31000863,J125029,-0.99
11000008,21000070,31000864,J103619,-0.99
11000008,21000070,31000865,J165014,-0.99
11000008,21000070,31000866,J124611,-0.99
11000008,21000070,31000867,J150418,-0.99
11000008,21000070,31000868,J145440,-0.99
11000008,21000071,31000869,J113223,-0.99
11000008,21000071,31000870,J234915,-0.99
11000008,21000071,31000871,J162042,-0.99
11000008,21000071,31000872,J112019,-0.99
11000008,21000071,31000873,J162332,-0.99
11000008,21000071,31000874,J125350,-0.99
11000008,21000071,31000875,J101710,-0.99
11000008,21000072,31000876,J223029,-0.99
11000008,21000073,31000877,J234810,-0.99
11000008,21000074,31000878,J135230,-0.99
11000008,21000075,31000879,J111038,-0.99
11000009,21000076,31000880,J160650,-0.99
11000009,21000076,31000881,J114342,-0.99
11000009,21000076,31000882,J152031,-0.99
11000009,21000076,31000883,J113629,-0.99
11000009,21000076,31000884,J220301,-0.99
11000009,21000076,31000885,J102057,-0.99
11000009,21000077,31000886,J124753,-0.99
11000009,21000077,31000887,J114225,-0.99
11000009,21000077,31000888,J105002,-0.99
11000009,21000077,31000889,J111218,-0.99
11000009,21000077,31000890,J111634,-0.99
11000009,21000077,31000891,J105007,-0.99
11000009,21000078,31000892,J205027,-0.99
11000009,21000078,31000893,J111355,-0.99
11000009,21000078,31000894,J101012,-0.99
11000009,21000078,31000895,J161338,-0.99
11000009,21000078,31000896,J170002,-0.99
11000009,21000078,31000897,J104654,-0.99
11000009,21000078,31000898,J124329,-0.99
11000009,21000079,31000899,J114648,-0.99
11000009,21000079,31000900,J131228,-0.99
11000009,21000079,31000901,J110448,-0.99
11000009,21000079,31000902,J144621,-0.99
11000009,21000079,31000903,J153104,-0.99
11000009,21000079,31000904,J100932,-0.99
11000009,21000080,31000905,J114048,-0.99
11000009,21000080,31000906,J115706,-0.99
11000009,21000080,31000907,J123230,-0.99
11000009,21000080,31000908,J152218,-0.99
11000009,21000080,31000909,J123303,-0.99
11000009,21000080,31000910,J102856,-0.99
11000009,21000080,31000911,J151900,-0.99
11000009,21000081,31000912,J124646,-0.99
11000009,21000081,31000913,J153528,-0.99
11000009,21000081,31000914,J112850,-0.99
11000009,21000081,31000915,J102257,-0.99
11000009,21000081,31000916,J142414,-0.99
11000009,21000081,31000917,J165803,-0.99
11000009,21000082,31000918,J115918,-0.99
11000009,21000082,31000919,J222104,-0.99
11000009,21000082,31000920,J124203,-0.99
11000009,21000082,31000921,J112608,-0.99
11000009,21000082,31000922,J161657,-0.99
11000009,21000082,31000923,J111805,-0.99
11000009,21000083,31000924,J113451,-0.99
11000009,21000083,31000925,J141007,-0.99
11000009,21000083,31000926,J164034,-0.99
11000009,21000083,31000927,J101750,-0.99
11000009,21000083,31000928,J165001,-0.99
11000009,21000083,31000929,J111619,-0.99
11000009,21000084,31000930,J140521,-0.99
11000009,21000084,31000931,J140752,-0.99
11000009,21000084,31000932,J143447,-0.99
11000009,21000084,31000933,J142018,-0.99
11000009,21000084,31000934,J105102,-0.99
11000009,21000084,31000935,J124630,-0.99
11000010,21000085,31000936,J165302,-0.99
11000010,21000085,31000937,J143916,-0.99
11000010,21000085,31000938,J221414,-0.99
11000010,21000085,31000939,J153903,-0.99
11000010,21000085,31000940,J103955,-0.99
11000010,21000085,31000941,J210952,-0.99
11000010,21000086,31000942,J134102,-0.99
11000010,21000086,31000943,J140050,-0.99
11000010,21000086,31000944,J131757,-0.99
11000010,21000086,31000945,J140341,-0.99
11000010,21000086,31000946,J111856,-0.99
11000010,21000086,31000947,J102407,-0.99
11000010,21000086,31000948,J151341,-0.99
11000010,21000087,31000949,J110706,-0.99
11000010,21000087,31000950,J133651,-0.99
11000010,21000087,31000951,J123452,-0.99
11000010,21000087,31000952,J102143,-0.99
11000010,21000087,31000953,J220832,-0.99
11000010,21000087,31000954,J160847,-0.99
11000010,21000088,31000955,J125949,-0.99
11000010,21000088,31000956,J164250,-0.99
11000010,21000088,31000957,J212329,-0.99
11000010,21000088,31000958,J112905,-0.99
11000010,21000088,31000959,J144447,-0.99
11000010,21000088,31000960,J113530,-0.99
11000010,21000088,31000961,J103604,-0.99
11000010,21000089,31000962,J142038,-0.99
11000010,21000089,31000963,J130403,-0.99
11000010,21000089,31000964,J132525,-0.99
11000010,21000089,31000965,J103653,-0.99
11000010,21000089,31000966,J154642,-0.99
11000010,21000089,31000967,J163526,-0.99
11000010,21000090,31000968,J212713,-0.99
11000010,21000090,31000969,J132635,-0.99
11000010,21000090,31000970,J114330,-0.99
11000010,21000090,31000971,J224926,-0.99
11000010,21000090,31000972,J113619,-0.99
11000010,21000090,31000973,J214654,-0.99
11000010,21000091,31000974,J151429,-0.99
11000010,21000091,31000975,J111214,-0.99
11000010,21000091,31000976,J113420,-0.99
11000010,21000091,31000977,J135526,-0.99
11000010,21000091,31000978,J164116,-0.99
11000010,21000091,31000979,J214227,-0.99
11000010,21000092,31000980,J164342,-0.99
11000010,21000092,31000981,J151538,-0.99
11000010,21000092,31000982,J125938,-0.99
11000010,21000092,31000983,J165806,-0.99
11000010,21000092,31000984,J122803,-0.99
11000010,21000092,31000985,J113243,-0.99
11000010,21000092,31000986,J134022,-0.99
11000011,21000093,31000987,J152143,-0.99
11000011,21000093,31000988,J170717,-0.99
11000011,21000093,31000989,J121452,-0.99
11000011,21000093,31000990,J124126,-0.99
11000011,21000093,31000991,J173230,-0.99
11000011,21000093,31000992,J164457,-0.99
11000011,21000093,31000993,J112944,-0.99
11000011,21000094,31000994,J115253,-0.99
11000011,21000094,31000995,J100118,-0.99
11000011,21000094,31000996,J100620,-0.99
11000011,21000094,31000997,J145916,-0.99
11000011,21000094,31000998,J223207,-0.99
11000011,21000094,31000999,J144646,-0.99
11000011,21000094,31001000,J142520,-0.99
11000011,21000095,31001001,J230226,-0.99
11000011,21000095,31001002,J150704,-0.99
11000011,21000095,31001003,J225524,-0.99
11000011,21000095,31001004,J133234,-0.99
11000011,21000095,31001005,J125833,-0.99
11000011,21000095,31001006,J104459,-0.99
11000011,21000096,31001007,J164713,-0.99
11000011,21000096,31001008,J135355,-0.99
11000011,21000096,31001009,J220838,-0.99
11000011,21000096,31001010,J225949,-0.99
11000011,21000096,31001011,J130535,-0.99
11000011,21000096,31001012,J111255,-0.99
11000011,21000096,31001013,J121628,-0.99
11000011,21000097,31001014,J221117,-0.99
11000011,21000097,31001015,J115015,-0.99
11000011,21000097,31001016,J172751,-0.99
11000011,21000097,31001017,J134301,-0.99
11000011,21000097,31001018,J104351,-0.99
11000011,21000097,31001019,J144408,-0.99
11000011,21000098,31001020,J220950,-0.99
11000011,21000098,31001021,J165815,-0.99
11000011,21000098,31001022,J120452,-0.99
11000011,21000098,31001023,J142026,-0.99
11000011,21000098,31001024,J111031,-0.99
11000011,21000098,31001025,J130116,-0.99
11000011,21000099,31001026,J111309,-0.99
11000011,21000099,31001027,J122213,-0.99
11000011,21000099,31001028,J170740,-0.99
11000011,21000099,31001029,J113543,-0.99
11000011,21000099,31001030,J170817,-0.99
11000011,21000099,31001031,J123405,-0.99
11000011,21000099,31001032,J125741,-0.99
11000011,21000100,31001033,J114627,-0.99
11000011,21000100,31001034,J155117,-0.99
11000011,21000100,31001035,J165118,-0.99
11000011,21000100,31001036,J141004,-0.99
11000011,21000100,31001037,J174317,-0.99
11000011,21000100,31001038,J145040,-0.99
11000011,21000100,31001039,J171549,-0.99
11000011,21000101,31001040,J100009,-0.99
11000011,21000101,31001041,J124257,-0.99
11000011,21000101,31001042,J154530,-0.99
11000011,21000101,31001043,J152636,-0.99
11000011,21000101,31001044,J100728,-0.99
11000011,21000101,31001045,J115504,-0.99
11000011,21000102,31001046,J104905,-0.99
11000011,21000102,31001047,J125149,-0.99
11000011,21000102,31001048,J172743,-0.99
11000011,21000102,31001049,J111421,-0.99
11000011,21000102,31001050,J152146,-0.99
11000011,21000102,31001051,J111603,-0.99
11000011,21000103,31001052,J114127,-0.99
11000011,21000103,31001053,J113923,-0.99
11000011,21000103,31001054,J123837,-0.99
11000011,21000103,31001055,J125049,-0.99
11000011,21000103,31001056,J161455,-0.99
11000011,21000103,31001057,J124715,-0.99
11000011,21000103,31001058,J124813,-0.99
11000011,21000104,31001059,J120945,-0.99
11000011,21000104,31001060,J155541,-0.99
11000011,21000104,31001061,J105017,-0.99
11000011,21000104,31001062,J154900,-0.99
11000011,21000104,31001063,J164951,-0.99
11000011,21000104,31001064,J162459,-0.99
11000011,21000104,31001065,J141832,-0.99
11000011,21000105,31001066,J115136,-0.99
11000011,21000105,31001067,J112854,-0.99
11000011,21000105,31001068,J222222,-0.99
11000011,21000105,31001069,J124654,-0.99
11000011,21000105,31001070,J132750,-0.99
11000011,21000105,31001071,J170511,-0.99
11000011,21000105,31001072,J155852,-0.99
11000012,21000106,31001073,J121856,-0.99
11000012,21000106,31001074,J131025,-0.99
11000012,21000106,31001075,J122854,-0.99
11000012,21000106,31001076,J132222,-0.99
11000012,21000106,31001077,J203753,-0.99
11000012,21000106,31001078,J130835,-0.99
