TYPEID,GROUPID,TYPENAME,MARKETGROUPID
31362,781,Capital Ancillary Current Router I,1736
31363,787,Capital Ancillary Current Router I Blueprint,1724
31364,781,Small Ancillary Current Router II,1222
31365,787,Small Ancillary Current Router II Blueprint,
31366,781,Medium Ancillary Current Router II,1223
31367,787,Medium Ancillary Current Router II Blueprint,
31368,781,Capital Ancillary Current Router II,1736
31369,787,Capital Ancillary Current Router II Blueprint,
31370,781,Small Capacitor Control Circuit I,1222
31371,787,Small Capacitor Control Circuit I Blueprint,1252
31372,781,Medium Capacitor Control Circuit I,1223
31373,787,Medium Capacitor Control Circuit I Blueprint,1253
31374,781,Capital Capacitor Control Circuit I,1736
31375,787,Capital Capacitor Control Circuit I Blueprint,1724
31376,781,Small Capacitor Control Circuit II,1222
31377,787,Small Capacitor Control Circuit II Blueprint,
31378,781,Medium Capacitor Control Circuit II,1223
31379,787,Medium Capacitor Control Circuit II Blueprint,
31380,781,Capital Capacitor Control Circuit II,1736
31381,787,Capital Capacitor Control Circuit II Blueprint,
31382,781,Small Egress Port Maximizer I,1222
31383,787,Small Egress Port Maximizer I Blueprint,1252
31384,781,Medium Egress Port Maximizer I,1223
31385,787,Medium Egress Port Maximizer I Blueprint,1253
31386,781,Capital Egress Port Maximizer I,1736
31387,787,Capital Egress Port Maximizer I Blueprint,1724
31388,781,Small Egress Port Maximizer II,1222
31389,787,Small Egress Port Maximizer II Blueprint,
31390,781,Medium Egress Port Maximizer II,1223
31391,787,Medium Egress Port Maximizer II Blueprint,
31392,781,Capital Egress Port Maximizer II,1736
31393,787,Capital Egress Port Maximizer II Blueprint,
31394,781,Small Powergrid Subroutine Maximizer I,1222
31395,787,Small Powergrid Subroutine Maximizer I Blueprint,1252
31396,781,Medium Powergrid Subroutine Maximizer I,1223
31397,787,Medium Powergrid Subroutine Maximizer I Blueprint,1253
31398,781,Capital Powergrid Subroutine Maximizer I,1736
31399,787,Capital Powergrid Subroutine Maximizer I Blueprint,1724
31400,781,Small Powergrid Subroutine Maximizer II,1222
31401,787,Small Powergrid Subroutine Maximizer II Blueprint,
31402,781,Medium Powergrid Subroutine Maximizer II,1223
31403,787,Medium Powergrid Subroutine Maximizer II Blueprint,
31404,781,Capital Powergrid Subroutine Maximizer II,1736
31405,787,Capital Powergrid Subroutine Maximizer II Blueprint,
31406,781,Small Semiconductor Memory Cell I,1222
31407,787,Small Semiconductor Memory Cell I Blueprint,1252
31408,781,Medium Semiconductor Memory Cell I,1223
31409,787,Medium Semiconductor Memory Cell I Blueprint,1253
31410,781,Capital Semiconductor Memory Cell I,1736
31411,787,Capital Semiconductor Memory Cell I Blueprint,1724
31412,781,Small Semiconductor Memory Cell II,1222
31413,787,Small Semiconductor Memory Cell II Blueprint,
31414,781,Medium Semiconductor Memory Cell II,1223
31415,787,Medium Semiconductor Memory Cell II Blueprint,
31416,781,Capital Semiconductor Memory Cell II,1736
31417,787,Capital Semiconductor Memory Cell II Blueprint,
31418,775,Small Algid Energy Administrations Unit I,1225
31419,787,Small Algid Energy Administrations Unit I Blueprint,1255
31420,775,Medium Algid Energy Administrations Unit I,1226
31421,787,Medium Algid Energy Administrations Unit I Blueprint,1256
31422,775,Capital Algid Energy Administrations Unit I,1735
31423,787,Capital Algid Energy Administrations Unit I Blueprint,1725
31424,775,Small Algid Energy Administrations Unit II,1225
31425,787,Small Algid Energy Administrations Unit II Blueprint,
31426,775,Medium Algid Energy Administrations Unit II,1226
31427,787,Medium Algid Energy Administrations Unit II Blueprint,
31428,775,Capital Algid Energy Administrations Unit II,1735
31429,787,Capital Algid Energy Administrations Unit II Blueprint,
31430,775,Small Energy Ambit Extension I,1225
31431,787,Small Energy Ambit Extension I Blueprint,1255
31432,775,Medium Energy Ambit Extension I,1226
31433,787,Medium Energy Ambit Extension I Blueprint,1256
31434,775,Capital Energy Ambit Extension I,1735
31435,787,Capital Energy Ambit Extension I Blueprint,1725
31436,775,Small Energy Ambit Extension II,1225
31437,787,Small Energy Ambit Extension II Blueprint,
31438,775,Medium Energy Ambit Extension II,1226
31439,787,Medium Energy Ambit Extension II Blueprint,
31440,775,Capital Energy Ambit Extension II,1735
31441,787,Capital Energy Ambit Extension II Blueprint,
31442,775,Small Energy Burst Aerator I,1225
31443,787,Small Energy Burst Aerator I Blueprint,1255
31444,775,Medium Energy Burst Aerator I,1226
31445,787,Medium Energy Burst Aerator I Blueprint,1256
31446,775,Capital Energy Burst Aerator I,1735
31447,787,Capital Energy Burst Aerator I Blueprint,1725
31448,775,Small Energy Burst Aerator II,1225
31449,787,Small Energy Burst Aerator II Blueprint,
31450,775,Medium Energy Burst Aerator II,1226
31451,787,Medium Energy Burst Aerator II Blueprint,
31452,775,Capital Energy Burst Aerator II,1735
31453,787,Capital Energy Burst Aerator II Blueprint,
31454,775,Small Energy Collision Accelerator I,1225
31455,787,Small Energy Collision Accelerator I Blueprint,1255
31456,775,Medium Energy Collision Accelerator I,1226
31457,787,Medium Energy Collision Accelerator I Blueprint,1256
31458,775,Capital Energy Collision Accelerator I,1735
31459,787,Capital Energy Collision Accelerator I Blueprint,1725
31460,775,Small Energy Collision Accelerator II,1225
31461,787,Small Energy Collision Accelerator II Blueprint,
31462,775,Medium Energy Collision Accelerator II,1226
31463,787,Medium Energy Collision Accelerator II Blueprint,
31464,775,Capital Energy Collision Accelerator II,1735
31465,787,Capital Energy Collision Accelerator II Blueprint,
31466,775,Small Energy Discharge Elutriation I,1225
31467,787,Small Energy Discharge Elutriation I Blueprint,1255
31468,775,Medium Energy Discharge Elutriation I,1226
31469,787,Medium Energy Discharge Elutriation I Blueprint,1256
31470,775,Capital Energy Discharge Elutriation I,1735
31471,787,Capital Energy Discharge Elutriation I Blueprint,1725
31472,775,Small Energy Discharge Elutriation II,1225
31473,787,Small Energy Discharge Elutriation II Blueprint,
31474,775,Medium Energy Discharge Elutriation II,1226
31475,787,Medium Energy Discharge Elutriation II Blueprint,
31476,775,Capital Energy Discharge Elutriation II,1735
31477,787,Capital Energy Discharge Elutriation II Blueprint,
31478,775,Small Energy Locus Coordinator I,1225
31479,787,Small Energy Locus Coordinator I Blueprint,1255
31480,775,Medium Energy Locus Coordinator I,1226
31481,787,Medium Energy Locus Coordinator I Blueprint,1256
31482,775,Capital Energy Locus Coordinator I,1735
31483,787,Capital Energy Locus Coordinator I Blueprint,1725
31484,775,Small Energy Locus Coordinator II,1225
31485,787,Small Energy Locus Coordinator II Blueprint,
31486,775,Medium Energy Locus Coordinator II,1226
31487,787,Medium Energy Locus Coordinator II Blueprint,
31488,775,Capital Energy Locus Coordinator II,1735
31489,787,Capital Energy Locus Coordinator II Blueprint,
31490,775,Small Energy Metastasis Adjuster I,1225
31491,787,Small Energy Metastasis Adjuster I Blueprint,1255
31492,775,Medium Energy Metastasis Adjuster I,1226
31493,787,Medium Energy Metastasis Adjuster I Blueprint,1256
31494,775,Capital Energy Metastasis Adjuster I,1735
31495,787,Capital Energy Metastasis Adjuster I Blueprint,1725
31496,775,Small Energy Metastasis Adjuster II,1225
31497,787,Small Energy Metastasis Adjuster II Blueprint,
31498,775,Medium Energy Metastasis Adjuster II,1226
31499,787,Medium Energy Metastasis Adjuster II Blueprint,
31500,775,Capital Energy Metastasis Adjuster II,1735
31501,787,Capital Energy Metastasis Adjuster II Blueprint,
31502,776,Small Algid Hybrid Administrations Unit I,1228
31503,787,Small Algid Hybrid Administrations Unit I Blueprint,1258
31504,776,Medium Algid Hybrid Administrations Unit I,1229
31505,787,Medium Algid Hybrid Administrations Unit I Blueprint,1259
31506,776,Capital Algid Hybrid Administrations Unit I,1734
31507,787,Capital Algid Hybrid Administrations Unit I Blueprint,1726
31508,776,Small Algid Hybrid Administrations Unit II,1228
31509,787,Small Algid Hybrid Administrations Unit II Blueprint,
31510,776,Medium Algid Hybrid Administrations Unit II,1229
31511,787,Medium Algid Hybrid Administrations Unit II Blueprint,
31512,776,Capital Algid Hybrid Administrations Unit II,1734
31513,787,Capital Algid Hybrid Administrations Unit II Blueprint,
31514,776,Small Hybrid Ambit Extension I,1228
31515,787,Small Hybrid Ambit Extension I Blueprint,1258
31516,776,Medium Hybrid Ambit Extension I,1229
31517,787,Medium Hybrid Ambit Extension I Blueprint,1259
31518,776,Capital Hybrid Ambit Extension I,1734
31519,787,Capital Hybrid Ambit Extension I Blueprint,1726
31520,776,Small Hybrid Ambit Extension II,1228
31521,787,Small Hybrid Ambit Extension II Blueprint,
31522,776,Medium Hybrid Ambit Extension II,1229
31523,787,Medium Hybrid Ambit Extension II Blueprint,
31524,776,Capital Hybrid Ambit Extension II,1734
31525,787,Capital Hybrid Ambit Extension II Blueprint,
31526,776,Small Hybrid Burst Aerator I,1228
31527,787,Small Hybrid Burst Aerator I Blueprint,1258
31528,776,Medium Hybrid Burst Aerator I,1229
31529,787,Medium Hybrid Burst Aerator I Blueprint,1259
31530,776,Capital Hybrid Burst Aerator I,1734
31531,787,Capital Hybrid Burst Aerator I Blueprint,1726
31532,776,Small Hybrid Burst Aerator II,1228
31533,787,Small Hybrid Burst Aerator II Blueprint,
31534,776,Medium Hybrid Burst Aerator II,1229
31535,787,Medium Hybrid Burst Aerator II Blueprint,
31536,776,Capital Hybrid Burst Aerator II,1734
31537,787,Capital Hybrid Burst Aerator II Blueprint,
31538,776,Small Hybrid Collision Accelerator I,1228
31539,787,Small Hybrid Collision Accelerator I Blueprint,1258
31540,776,Medium Hybrid Collision Accelerator I,1229
31541,787,Medium Hybrid Collision Accelerator I Blueprint,1259
31542,776,Capital Hybrid Collision Accelerator I,1734
31543,787,Capital Hybrid Collision Accelerator I Blueprint,1726
31544,776,Small Hybrid Collision Accelerator II,1228
31545,787,Small Hybrid Collision Accelerator II Blueprint,
31546,776,Medium Hybrid Collision Accelerator II,1229
31547,787,Medium Hybrid Collision Accelerator II Blueprint,
31548,776,Capital Hybrid Collision Accelerator II,1734
31549,787,Capital Hybrid Collision Accelerator II Blueprint,
31550,776,Small Hybrid Discharge Elutriation I,1228
31551,787,Small Hybrid Discharge Elutriation I Blueprint,1258
31552,776,Medium Hybrid Discharge Elutriation I,1229
31553,787,Medium Hybrid Discharge Elutriation I Blueprint,1259
31554,776,Capital Hybrid Discharge Elutriation I,1734
31555,787,Capital Hybrid Discharge Elutriation I Blueprint,1726
31556,776,Small Hybrid Discharge Elutriation II,1228
31557,787,Small Hybrid Discharge Elutriation II Blueprint,
31558,776,Medium Hybrid Discharge Elutriation II,1229
31559,787,Medium Hybrid Discharge Elutriation II Blueprint,
31560,776,Capital Hybrid Discharge Elutriation II,1734
31561,787,Capital Hybrid Discharge Elutriation II Blueprint,
31562,776,Small Hybrid Locus Coordinator I,1228
31563,787,Small Hybrid Locus Coordinator I Blueprint,1258
31564,776,Medium Hybrid Locus Coordinator I,1229
31565,787,Medium Hybrid Locus Coordinator I Blueprint,1259
31566,776,Capital Hybrid Locus Coordinator I,1734
31567,787,Capital Hybrid Locus Coordinator I Blueprint,1726
31568,776,Small Hybrid Locus Coordinator II,1228
31569,787,Small Hybrid Locus Coordinator II Blueprint,
31570,776,Medium Hybrid Locus Coordinator II,1229
31571,787,Medium Hybrid Locus Coordinator II Blueprint,
31572,776,Capital Hybrid Locus Coordinator II,1734
31573,787,Capital Hybrid Locus Coordinator II Blueprint,
31574,776,Small Hybrid Metastasis Adjuster I,1228
31575,787,Small Hybrid Metastasis Adjuster I Blueprint,1258
31576,776,Medium Hybrid Metastasis Adjuster I,1229
31577,787,Medium Hybrid Metastasis Adjuster I Blueprint,1259
31578,776,Capital Hybrid Metastasis Adjuster I,1734
31579,787,Capital Hybrid Metastasis Adjuster I Blueprint,1726
31580,776,Small Hybrid Metastasis Adjuster II,1228
31581,787,Small Hybrid Metastasis Adjuster II Blueprint,
31582,776,Medium Hybrid Metastasis Adjuster II,1229
31583,787,Medium Hybrid Metastasis Adjuster II Blueprint,
31584,776,Capital Hybrid Metastasis Adjuster II,1734
31585,787,Capital Hybrid Metastasis Adjuster II Blueprint,
31586,779,Small Bay Loading Accelerator I,1231
31587,787,Small Bay Loading Accelerator I Blueprint,1261
31588,779,Medium Bay Loading Accelerator I,1232
31589,787,Medium Bay Loading Accelerator I Blueprint,1262
31590,779,Capital Bay Loading Accelerator I,1733
31591,787,Capital Bay Loading Accelerator I Blueprint,1727
31592,779,Small Bay Loading Accelerator II,1231
31593,787,Small Bay Loading Accelerator II Blueprint,
31594,779,Medium Bay Loading Accelerator II,1232
31595,787,Medium Bay Loading Accelerator II Blueprint,
31596,779,Capital Bay Loading Accelerator II,1733
31597,787,Capital Bay Loading Accelerator II Blueprint,
31598,779,Small Hydraulic Bay Thrusters I,1231
31599,787,Small Hydraulic Bay Thrusters I Blueprint,1261
31600,779,Medium Hydraulic Bay Thrusters I,1232
31601,787,Medium Hydraulic Bay Thrusters I Blueprint,1262
31602,779,Capital Hydraulic Bay Thrusters I,1733
31603,787,Capital Hydraulic Bay Thrusters I Blueprint,1727
31604,779,Small Hydraulic Bay Thrusters II,1231
31605,787,Small Hydraulic Bay Thrusters II Blueprint,
31606,779,Medium Hydraulic Bay Thrusters II,1232
31607,787,Medium Hydraulic Bay Thrusters II Blueprint,
31608,779,Small Rocket Fuel Cache Partition I,1231
31609,787,Small Rocket Fuel Cache Partition I Blueprint,1261
31610,779,Medium Rocket Fuel Cache Partition I,1232
31611,787,Medium Rocket Fuel Cache Partition I Blueprint,1262
31612,779,Capital Rocket Fuel Cache Partition I,1733
31613,787,Capital Rocket Fuel Cache Partition I Blueprint,1727
31614,779,Small Rocket Fuel Cache Partition II,1231
31615,787,Small Rocket Fuel Cache Partition II Blueprint,
31616,779,Medium Rocket Fuel Cache Partition II,1232
31617,787,Medium Rocket Fuel Cache Partition II Blueprint,
31618,779,Capital Rocket Fuel Cache Partition II,1733
31619,787,Capital Rocket Fuel Cache Partition II Blueprint,
31620,779,Small Warhead Calefaction Catalyst I,1231
31621,787,Small Warhead Calefaction Catalyst I Blueprint,1261
31622,779,Medium Warhead Calefaction Catalyst I,1232
31623,787,Medium Warhead Calefaction Catalyst I Blueprint,1262
31624,779,Capital Warhead Calefaction Catalyst I,1733
31625,787,Capital Warhead Calefaction Catalyst I Blueprint,1727
31626,779,Small Warhead Calefaction Catalyst II,1231
31627,787,Small Warhead Calefaction Catalyst II Blueprint,
31628,779,Medium Warhead Calefaction Catalyst II,1232
31629,787,Medium Warhead Calefaction Catalyst II Blueprint,
31630,779,Capital Warhead Calefaction Catalyst II,1733
31631,787,Capital Warhead Calefaction Catalyst II Blueprint,
31632,779,Small Warhead Flare Catalyst I,1231
31633,787,Small Warhead Flare Catalyst I Blueprint,1261
31634,779,Medium Warhead Flare Catalyst I,1232
31635,787,Medium Warhead Flare Catalyst I Blueprint,1262
31636,779,Capital Warhead Flare Catalyst I,1733
31637,787,Capital Warhead Flare Catalyst I Blueprint,1727
31638,779,Small Warhead Flare Catalyst II,1231
31639,787,Small Warhead Flare Catalyst II Blueprint,
31640,779,Medium Warhead Flare Catalyst II,1232
31641,787,Medium Warhead Flare Catalyst II Blueprint,
31642,779,Capital Warhead Flare Catalyst II,1733
31643,787,Capital Warhead Flare Catalyst II Blueprint,
31644,779,Small Warhead Rigor Catalyst I,1231
31645,787,Small Warhead Rigor Catalyst I Blueprint,1261
31646,779,Medium Warhead Rigor Catalyst I,1232
31647,787,Medium Warhead Rigor Catalyst I Blueprint,1262
31648,779,Capital Warhead Rigor Catalyst I,1733
31649,787,Capital Warhead Rigor Catalyst I Blueprint,1727
31650,779,Small Warhead Rigor Catalyst II,1231
31651,787,Small Warhead Rigor Catalyst II Blueprint,
31652,779,Medium Warhead Rigor Catalyst II,1232
31653,787,Medium Warhead Rigor Catalyst II Blueprint,
31654,779,Capital Warhead Rigor Catalyst II,1733
31655,787,Capital Warhead Rigor Catalyst II Blueprint,
31656,777,Small Projectile Ambit Extension I,1237
31657,787,Small Projectile Ambit Extension I Blueprint,1264
31658,777,Medium Projectile Ambit Extension I,1238
31659,787,Medium Projectile Ambit Extension I Blueprint,1265
31660,777,Capital Projectile Ambit Extension I,1731
31661,787,Capital Projectile Ambit Extension I Blueprint,1728
31662,777,Small Projectile Ambit Extension II,1237
31663,787,Small Projectile Ambit Extension II Blueprint,
31664,777,Medium Projectile Ambit Extension II,1238
31665,787,Medium Projectile Ambit Extension II Blueprint,
31666,777,Capital Projectile Ambit Extension II,1731
31667,787,Capital Projectile Ambit Extension II Blueprint,
31668,777,Small Projectile Burst Aerator I,1237
31669,787,Small Projectile Burst Aerator I Blueprint,1264
31670,777,Medium Projectile Burst Aerator I,1238
31671,787,Medium Projectile Burst Aerator I Blueprint,1265
31672,777,Capital Projectile Burst Aerator I,1731
31673,787,Capital Projectile Burst Aerator I Blueprint,1728
31674,777,Small Projectile Burst Aerator II,1237
31675,787,Small Projectile Burst Aerator II Blueprint,
31676,777,Medium Projectile Burst Aerator II,1238
31677,787,Medium Projectile Burst Aerator II Blueprint,
31678,777,Capital Projectile Burst Aerator II,1731
31679,787,Capital Projectile Burst Aerator II Blueprint,
31680,777,Small Projectile Collision Accelerator I,1237
31681,787,Small Projectile Collision Accelerator I Blueprint,1264
31682,777,Medium Projectile Collision Accelerator I,1238
31683,787,Medium Projectile Collision Accelerator I Blueprint,1265
31684,777,Capital Projectile Collision Accelerator I,1731
31685,787,Capital Projectile Collision Accelerator I Blueprint,1728
31686,777,Small Projectile Collision Accelerator II,1237
31687,787,Small Projectile Collision Accelerator II Blueprint,
31688,777,Medium Projectile Collision Accelerator II,1238
31689,787,Medium Projectile Collision Accelerator II Blueprint,
31690,777,Capital Projectile Collision Accelerator II,1731
31691,787,Capital Projectile Collision Accelerator II Blueprint,
31692,777,Small Projectile Locus Coordinator I,1237
31693,787,Small Projectile Locus Coordinator I Blueprint,1264
31694,777,Medium Projectile Locus Coordinator I,1238
31695,787,Medium Projectile Locus Coordinator I Blueprint,1265
31696,777,Capital Projectile Locus Coordinator I,1731
31697,787,Capital Projectile Locus Coordinator I Blueprint,1728
31698,777,Small Projectile Locus Coordinator II,1237
31699,787,Small Projectile Locus Coordinator II Blueprint,
31700,777,Medium Projectile Locus Coordinator II,1238
31701,787,Medium Projectile Locus Coordinator II Blueprint,
31702,777,Capital Projectile Locus Coordinator II,1731
31703,787,Capital Projectile Locus Coordinator II Blueprint,
31704,777,Small Projectile Metastasis Adjuster I,1237
31705,787,Small Projectile Metastasis Adjuster I Blueprint,1264
31706,777,Medium Projectile Metastasis Adjuster I,1238
31707,787,Medium Projectile Metastasis Adjuster I Blueprint,1265
31708,777,Capital Projectile Metastasis Adjuster I,1731
31709,787,Capital Projectile Metastasis Adjuster I Blueprint,1728
31710,777,Small Projectile Metastasis Adjuster II,1237
31711,787,Small Projectile Metastasis Adjuster II Blueprint,
31712,777,Medium Projectile Metastasis Adjuster II,1238
31713,787,Medium Projectile Metastasis Adjuster II Blueprint,
31714,777,Capital Projectile Metastasis Adjuster II,1731
31715,787,Capital Projectile Metastasis Adjuster II Blueprint,
31716,774,Small Anti-EM Screen Reinforcer I,1234
31717,787,Small Anti-EM Screen Reinforcer I Blueprint,1267
31718,774,Medium Anti-EM Screen Reinforcer I,1235
31719,787,Medium Anti-EM Screen Reinforcer I Blueprint,1268
31720,774,Capital Anti-EM Screen Reinforcer I,1732
31721,787,Capital Anti-EM Screen Reinforcer I Blueprint,1729
31722,774,Small Anti-EM Screen Reinforcer II,1234
31723,787,Small Anti-EM Screen Reinforcer II Blueprint,
31724,774,Medium Anti-EM Screen Reinforcer II,1235
31725,787,Medium Anti-EM Screen Reinforcer II Blueprint,
31726,774,Capital Anti-EM Screen Reinforcer II,1732
31727,787,Capital Anti-EM Screen Reinforcer II Blueprint,
31728,774,Small Anti-Explosive Screen Reinforcer I,1234
31729,787,Small Anti-Explosive Screen Reinforcer I Blueprint,1267
31730,774,Medium Anti-Explosive Screen Reinforcer I,1235
31731,787,Medium Anti-Explosive Screen Reinforcer I Blueprint,1268
31732,774,Capital Anti-Explosive Screen Reinforcer I,1732
31733,787,Capital Anti-Explosive Screen Reinforcer I Blueprint,1729
31734,774,Small Anti-Explosive Screen Reinforcer II,1234
31735,787,Small Anti-Explosive Screen Reinforcer II Blueprint,
31736,774,Medium Anti-Explosive Screen Reinforcer II,1235
31737,787,Medium Anti-Explosive Screen Reinforcer II Blueprint,
31738,774,Capital Anti-Explosive Screen Reinforcer II,1732
31739,787,Capital Anti-Explosive Screen Reinforcer II Blueprint,
31740,774,Small Anti-Kinetic Screen Reinforcer I,1234
31741,787,Small Anti-Kinetic Screen Reinforcer I Blueprint,1267
31742,774,Medium Anti-Kinetic Screen Reinforcer I,1235
31743,787,Medium Anti-Kinetic Screen Reinforcer I Blueprint,1268
31744,774,Capital Anti-Kinetic Screen Reinforcer I,1732
31745,787,Capital Anti-Kinetic Screen Reinforcer I Blueprint,1729
31746,774,Small Anti-Kinetic Screen Reinforcer II,1234
31747,787,Small Anti-Kinetic Screen Reinforcer II Blueprint,
31748,774,Medium Anti-Kinetic Screen Reinforcer II,1235
31749,787,Medium Anti-Kinetic Screen Reinforcer II Blueprint,
31750,774,Capital Anti-Kinetic Screen Reinforcer II,1732
31751,787,Capital Anti-Kinetic Screen Reinforcer II Blueprint,
31752,774,Small Anti-Thermal Screen Reinforcer I,1234
31753,787,Small Anti-Thermal Screen Reinforcer I Blueprint,1267
31754,774,Medium Anti-Thermal Screen Reinforcer I,1235
31755,787,Medium Anti-Thermal Screen Reinforcer I Blueprint,1268
31756,774,Capital Anti-Thermal Screen Reinforcer I,1732
31757,787,Capital Anti-Thermal Screen Reinforcer I Blueprint,1729
31758,774,Small Anti-Thermal Screen Reinforcer II,1234
31759,787,Small Anti-Thermal Screen Reinforcer II Blueprint,
31760,774,Medium Anti-Thermal Screen Reinforcer II,1235
31761,787,Medium Anti-Thermal Screen Reinforcer II Blueprint,
31762,774,Capital Anti-Thermal Screen Reinforcer II,1732
31763,787,Capital Anti-Thermal Screen Reinforcer II Blueprint,
31764,774,Small Core Defense Capacitor Safeguard I,1234
31765,787,Small Core Defense Capacitor Safeguard I Blueprint,1267
31766,774,Medium Core Defense Capacitor Safeguard I,1235
31767,787,Medium Core Defense Capacitor Safeguard I Blueprint,1268
31768,774,Capital Core Defense Capacitor Safeguard I,1732
31769,787,Capital Core Defense Capacitor Safeguard I Blueprint,1729
31770,774,Small Core Defense Capacitor Safeguard II,1234
31771,787,Small Core Defense Capacitor Safeguard II Blueprint,
31772,774,Medium Core Defense Capacitor Safeguard II,1235
31773,787,Medium Core Defense Capacitor Safeguard II Blueprint,
31774,774,Capital Core Defense Capacitor Safeguard II,1732
31775,787,Capital Core Defense Capacitor Safeguard II Blueprint,
31776,774,Small Core Defense Charge Economizer I,1234
31777,787,Small Core Defense Charge Economizer I Blueprint,1267
31778,774,Medium Core Defense Charge Economizer I,1235
31779,787,Medium Core Defense Charge Economizer I Blueprint,1268
31780,774,Capital Core Defense Charge Economizer I,1732
31781,787,Capital Core Defense Charge Economizer I Blueprint,1729
31782,774,Small Core Defense Charge Economizer II,1234
31783,787,Small Core Defense Charge Economizer II Blueprint,
31784,774,Medium Core Defense Charge Economizer II,1235
31785,787,Medium Core Defense Charge Economizer II Blueprint,
31786,774,Capital Core Defense Charge Economizer II,1732
31787,787,Capital Core Defense Charge Economizer II Blueprint,
31788,774,Small Core Defense Field Extender I,1234
31789,787,Small Core Defense Field Extender I Blueprint,1267
31790,774,Medium Core Defense Field Extender I,1235
31791,787,Medium Core Defense Field Extender I Blueprint,1268
31792,774,Capital Core Defense Field Extender I,1732
31793,787,Capital Core Defense Field Extender I Blueprint,1729
31794,774,Small Core Defense Field Extender II,1234
31795,787,Small Core Defense Field Extender II Blueprint,
31796,774,Medium Core Defense Field Extender II,1235
31797,787,Medium Core Defense Field Extender II Blueprint,
31798,774,Capital Core Defense Field Extender II,1732
31799,787,Capital Core Defense Field Extender II Blueprint,
31800,774,Small Core Defense Field Purger I,1234
31801,787,Small Core Defense Field Purger I Blueprint,1267
31802,774,Medium Core Defense Field Purger I,1235
31803,787,Medium Core Defense Field Purger I Blueprint,1268
31804,774,Capital Core Defense Field Purger I,1732
31805,787,Capital Core Defense Field Purger I Blueprint,1729
31810,774,Small Core Defense Field Purger II,1234
31811,787,Small Core Defense Field Purger II Blueprint,
31812,774,Medium Core Defense Field Purger II,1235
31813,787,Medium Core Defense Field Purger II Blueprint,
31814,774,Capital Core Defense Field Purger II,1732
31815,787,Capital Core Defense Field Purger II Blueprint,
31816,774,Small Core Defense Operational Solidifier I,1234
31817,787,Small Core Defense Operational Solidifier I Blueprint,1267
31818,774,Medium Core Defense Operational Solidifier I,1235
31819,787,Medium Core Defense Operational Solidifier I Blueprint,1268
31820,774,Capital Core Defense Operational Solidifier I,1732
31821,787,Capital Core Defense Operational Solidifier I Blueprint,1729
31822,774,Small Core Defense Operational Solidifier II,1234
31823,787,Small Core Defense Operational Solidifier II Blueprint,
31824,774,Medium Core Defense Operational Solidifier II,1235
31825,787,Medium Core Defense Operational Solidifier II Blueprint,
31826,774,Capital Core Defense Operational Solidifier II,1732
31827,787,Capital Core Defense Operational Solidifier II Blueprint,
31864,100,Imperial Navy Acolyte,837
31865,176,Imperial Navy Acolyte Blueprint,
31866,100,Imperial Navy Infiltrator,838
31867,176,Imperial Navy Infiltrator Blueprint,
31868,100,Imperial Navy Curator,911
31869,176,Imperial Navy Curator Blueprint,
31870,100,Imperial Navy Praetor,839
31871,176,Imperial Navy Praetor Blueprint,
31872,100,Caldari Navy Hornet,837
31873,176,Caldari Navy Hornet Blueprint,
31874,100,Caldari Navy Vespa,838
31875,176,Caldari Navy Vespa Blueprint,
31876,100,Caldari Navy Wasp,839
31877,176,Caldari Navy Wasp Blueprint,
31878,100,Caldari Navy Warden,911
31879,176,Caldari Navy Warden Blueprint,
31880,100,Federation Navy Hobgoblin,837
31881,176,Federation Navy Hobgoblin Blueprint,
31882,100,Federation Navy Hammerhead,838
31883,176,Federation Navy Hammerhead Blueprint,
31884,100,Federation Navy Ogre,839
31885,176,Federation Navy Ogre Blueprint,
31886,100,Federation Navy Garde,911
31887,176,Federation Navy Garde Blueprint,
31888,100,Republic Fleet Warrior,837
31889,176,Republic Fleet Warrior Blueprint,
31890,100,Republic Fleet Valkyrie,838
31891,176,Republic Fleet Valkyrie Blueprint,
31892,100,Republic Fleet Berserker,839
31893,176,Republic Fleet Berserker Blueprint,
31894,100,Republic Fleet Bouncer,911
31895,176,Republic Fleet Bouncer Blueprint,
31896,329,Imperial Navy 100mm Steel Plates,1672
31897,349,Imperial Navy 100mm Steel Plates Blueprint,
31898,329,Federation Navy 100mm Steel Plates,1672
31899,349,Federation Navy 100mm Steel Plates Blueprint,
31900,329,Imperial Navy 1600mm Steel Plates,1676
31901,349,Imperial Navy 1600mm Steel Plates Blueprint,
31902,329,Federation Navy 1600mm Steel Plates,1676
31903,349,Federation Navy 1600mm Steel Plates Blueprint,
31904,329,Imperial Navy 200mm Steel Plates,1673
31905,349,Imperial Navy 200mm Steel Plates Blueprint,
31906,329,Federation Navy 200mm Steel Plates,1673
31907,349,Federation Navy 200mm Steel Plates Blueprint,
31908,329,Imperial Navy 400mm Steel Plates,1674
31909,349,Imperial Navy 400mm Steel Plates Blueprint,
31910,329,Federation Navy 400mm Steel Plates,1674
31911,349,Federation Navy 400mm Steel Plates Blueprint,
31916,329,Imperial Navy 800mm Steel Plates,1675
31917,349,Imperial Navy 800mm Steel Plates Blueprint,
31918,329,Federation Navy 800mm Steel Plates,1675
31919,349,Federation Navy 800mm Steel Plates Blueprint,
31922,38,Caldari Navy Small Shield Extender,605
31923,118,Caldari Navy Small Shield Extender Blueprint,
31924,38,Republic Fleet Small Shield Extender,605
